,False_0,False_1,False_2,False_3,False_4,False_5,False_6,False_7,False_8,True_0,True_1,True_2,True_3,True_4,True_5,True_6,True_7,True_8,prompt
opt-2.7b,0.01954397394136808,0.1583198707592892,0.1461038961038961,0.1733442354865086,0.19344773790951636,0.20015637216575452,0.18414731785428343,0.17845659163987138,0.1815311760063141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
opt-2.7b,0.013949433304272013,0.15544871794871795,0.17777777777777776,0.2105263157894737,0.23694466095089634,0.24290220820189273,0.22620016273393,0.2134195634599838,0.233387358184765,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
opt-2.7b,0.01060070671378092,0.1527331189710611,0.16748768472906406,0.20147420147420148,0.21701795472287275,0.21958925750394945,0.21078431372549017,0.21174524400330852,0.20672682526661199,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
opt-2.7b,0.020387359836901122,0.1711568938193344,0.1921182266009852,0.218978102189781,0.22344610542879623,0.24324324324324323,0.2252836304700162,0.23624595469255663,0.2086092715231788,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
opt-2.7b,0.02,0.16251005631536605,0.20394736842105265,0.22113821138211381,0.23354231974921627,0.24232887490165222,0.2353883106485188,0.2308313155770783,0.24096385542168672,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-flan-t5-xxl,0.398595258999122,0.3397548161120841,0.38349097162510754,0.3746792130025663,0.3989681857265693,0.3111111111111111,0.35677530017152653,0.3865401207937877,0.33134073441502987,0.39503985828166516,0.32867132867132864,0.3676975945017182,0.36610169491525424,0.3583617747440273,0.30912162162162166,0.34237288135593225,0.35945485519591136,0.3310924369747899,1
blip2-flan-t5-xxl,0.5928489042675894,0.5811138014527845,0.5604395604395603,0.5464480874316939,0.5550755939524837,0.5499462943071964,0.5540106951871657,0.5492662473794548,0.5452586206896552,0.5861244019138756,0.5956937799043062,0.5510428100987925,0.5438972162740899,0.551063829787234,0.5327783558792925,0.5452653485952134,0.5351239669421488,0.5353003161222339,2
blip2-flan-t5-xxl,0.5312190287413281,0.5009560229445507,0.48794063079777367,0.48633879781420775,0.48390064397424093,0.4806480648064807,0.484361036639857,0.4784172661870504,0.47806624888093113,0.5214785214785215,0.4975798644724105,0.48339483394833943,0.47515808491418254,0.4821917808219178,0.48300536672629696,0.48441674087266257,0.48071748878923765,0.47111111111111104,3
blip2-flan-t5-xxl,0.5027829313543599,0.482886216466235,0.4857928505957837,0.4819494584837546,0.4823848238482385,0.48078641644325293,0.4866310160427808,0.487018800358102,0.47826086956521735,0.503831417624521,0.4819277108433735,0.4758432087511395,0.47448522829006273,0.4815148782687106,0.47542448614834676,0.4788478847884789,0.4801444043321299,0.48413417951042603,4
blip2-flan-t5-xxl,0.5429769392033542,0.5133795837462835,0.5093046033300686,0.49230769230769217,0.5072324011571843,0.4975984630163305,0.5124760076775432,0.5134615384615384,0.5058365758754864,0.5121412803532008,0.5101626016260162,0.4980916030534351,0.47992530345471524,0.4896421845574388,0.4861878453038673,0.4949402023919043,0.4944237918215614,0.4868913857677903,5
blip2-flan-t5-xl,0.5955204216073781,0.5883905013192612,0.6054333764553687,0.6066225165562915,0.6055045871559633,0.6069142125480154,0.609597924773022,0.5853051058530511,0.5795314426633784,0.597544338335607,0.5956907477820025,0.5992414664981037,0.5954198473282443,0.5939086294416244,0.5854858548585485,0.5924050632911392,0.5773447015834349,0.5783718104495748,1
blip2-flan-t5-xl,0.5417322834645669,0.6045845272206305,0.622093023255814,0.6080691642651297,0.6100719424460431,0.606993006993007,0.5986013986013986,0.5958041958041959,0.5980253878702398,0.5460122699386504,0.606060606060606,0.6151645207439199,0.6096866096866097,0.6100719424460431,0.6169014084507043,0.6138613861386139,0.6162464985994397,0.6127659574468085,2
blip2-flan-t5-xl,0.5994318181818181,0.6149584487534626,0.6299862448418156,0.6085790884718499,0.6153846153846154,0.5931558935361216,0.5888324873096448,0.5721331689272503,0.5788819875776398,0.6101694915254237,0.6153846153846153,0.6071904127829562,0.5992115637319316,0.614569536423841,0.6028097062579821,0.6045918367346939,0.5819975339087546,0.5945273631840796,3
blip2-flan-t5-xl,0.6265734265734265,0.620782726045884,0.625,0.6187245590230666,0.6244952893674294,0.616600790513834,0.6164021164021163,0.6057441253263708,0.6048906048906049,0.6401137980085349,0.6044678055190538,0.6251691474966171,0.6226415094339623,0.6260162601626016,0.6105263157894738,0.6229946524064172,0.609375,0.6062176165803108,4
blip2-flan-t5-xl,0.5187601957585644,0.5867418899858956,0.5936599423631124,0.5795454545454546,0.5880681818181819,0.574585635359116,0.5777166437414031,0.5793103448275861,0.5749656121045393,0.4991735537190082,0.5895627644569817,0.5929078014184398,0.5997171145685998,0.5974395448079659,0.5991678224687933,0.6011080332409973,0.5953360768175583,0.6022099447513811,5
bert-large-uncased-whole-word-masking-squad2,0.07835051546391754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
bert-large-uncased-whole-word-masking-squad2,0.10344827586206895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
bert-large-uncased-whole-word-masking-squad2,0.08614232209737828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
bert-large-uncased-whole-word-masking-squad2,0.10288808664259928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
bert-large-uncased-whole-word-masking-squad2,0.14755555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
mplug-owl-llama-7b-ft,0.29709035222052066,0.22097678142514007,0.2748091603053435,0.30131004366812225,0.3168754605747973,0.3155183515775918,0.3135205747877205,0.30551816958277256,0.29924502402196296,0.3018575851393189,0.2213114754098361,0.28638497652582157,0.3164179104477612,0.320855614973262,0.33084745762711865,0.32472826086956524,0.3146067415730337,0.3045614035087719,1
mplug-owl-llama-7b-ft,0.31376323387872956,0.3233143785540211,0.31840796019900497,0.3237082066869301,0.3305279265493497,0.33944223107569715,0.3315003927729772,0.32153846153846155,0.31490015360983103,0.29141716566866266,0.3322475570032573,0.3081967213114754,0.3268482490272373,0.32921174652241114,0.33920000000000006,0.3380503144654088,0.3328149300155521,0.31063504208110176,2
mplug-owl-llama-7b-ft,0.2670250896057348,0.2958093672966311,0.2924451665312754,0.30431491294473884,0.30480480480480476,0.32,0.31250000000000006,0.2947368421052632,0.30339622641509434,0.2614035087719298,0.30528052805280526,0.29061224489795917,0.3105590062111801,0.31111111111111106,0.3126934984520124,0.31419939577039274,0.29969879518072295,0.29754601226993865,3
mplug-owl-llama-7b-ft,0.3399014778325123,0.29298380878951424,0.3139984532095901,0.33031674208144796,0.33433734939759036,0.3438185808339429,0.34945848375451266,0.33212996389891697,0.33653136531365313,0.36411609498680736,0.2965250965250965,0.32547169811320753,0.3366795366795367,0.336923076923077,0.36100533130236107,0.3570892723180796,0.3397341211225997,0.3444613050075872,4
mplug-owl-llama-7b-ft,0.3423110338835795,0.3628966639544345,0.3357903357903358,0.3445575567736883,0.36320380650277556,0.35674822415153906,0.35877862595419846,0.3371126228269085,0.34298780487804875,0.3697478991596639,0.35411471321695753,0.34724540901502504,0.35256410256410253,0.36829463570856685,0.3723916532905297,0.36635220125786166,0.34701781564678547,0.34032634032634035,5
